id,created_at,text
870355056327000065,2017-06-01 19:03:10,b'Join me live at the @WhiteHouse.\n\n\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/9VOb99W42r https://t.co/sjb5VHLHYH'
870234811616677889,2017-06-01 11:05:21,"b'The big story is the ""unmasking and surveillance"" of people that took place during the Obama Administration.'"
870083798981111808,2017-06-01 01:05:17,"b'I will be announcing my decision on Paris Accord, Thursday at 3:00 P.M.  The White House Rose Garden.  MAKE AMERICA GREAT AGAIN!'"
870077441401905152,2017-06-01 00:40:01,"b'Crooked Hillary Clinton now blames everybody but herself, refuses to say she was a terrible candidate. Hits Facebook &amp; even Dems &amp; DNC.'"
870035383458963456,2017-05-31 21:52:54,"b'It was an honor to welcome the Prime Minister of Vietnam, Nguy\xe1\xbb\x85n Xu\xc3\xa2n Ph\xc3\xbac to the @WhiteHouse this afternoon. https://t.co/6YbrIvJUCY'"
870008165827575808,2017-05-31 20:04:45,"b'We traveled the world to strengthen long-standing alliances, and to form new partnerships. See more at:\xe2\x80\xa6 https://t.co/FT4kyPoAl0'"
869903459511918592,2017-05-31 13:08:41,b'I will be announcing my decision on the Paris Accord over the next few days. MAKE AMERICA GREAT AGAIN!'
869902591005741056,2017-05-31 13:05:14,"b""Hopefully Republican Senators, good people all, can quickly get together and pass a new (repeal &amp; replace) HEALTHCARE bill. Add saved $'s."""
869874798087819264,2017-05-31 11:14:48,"b'Kathy Griffin should be ashamed of herself. My children, especially my 11 year old son, Barron, are having a hard time with this. Sick!'"
869867413776601088,2017-05-31 10:45:27,"b'...case against him &amp; now wants to clear his name by showing ""the false or misleading testimony by James Comey, John Brennan..."" Witch Hunt!'"
869865463584620544,2017-05-31 10:37:42,"b""So now it is reported that the Democrats, who have excoriated Carter Page about Russia, don't want him to testify. He blows away their...."""
869858333477523458,2017-05-31 10:09:22,"b'Who can figure out the true meaning of ""covfefe"" ???  Enjoy!'"
869554306806157312,2017-05-30 14:01:16,"b""RT @foxandfriends: Jared Kushner didn't suggest Russian communications channel in meeting, source says https://t.co/nF6bM1FEt1"""
869554194658844673,2017-05-30 14:00:50,b'RT @Scavino45: President Trump pays respects and  delivers #MemorialDay remarks at Arlington National Cemetery. https://t.co/D5rl948J6u'
869553853750013953,2017-05-30 13:59:28,"b'The U.S. Senate should switch to 51 votes, immediately, and get Healthcare and TAX CUTS approved, fast and easy. Dems would do it, no doubt!'"
869509894688387072,2017-05-30 11:04:48,b'Russian officials must be laughing at the U.S. &amp; how a lame excuse for why the Dems lost the election has taken over the Fake News.'
869503804307275776,2017-05-30 10:40:36,"b'We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change'"
