id,created_at,text
874280493155467269,2017-06-12 15:01:27,b'\xf0\x9f\x8c\x9f\xf0\x9f\x8e\xa4\xf0\x9f\x8c\x9f https://t.co/p0dxjbLyw8'
874280165207035904,2017-06-12 15:00:09,b'Kansas City! \xf0\x9f\x91\x81\xef\xb8\x8f https://t.co/yF6hCWmfK7'
874276424974086145,2017-06-12 14:45:17,b'Grand Rapids! \xf0\x9f\x91\x81\xef\xb8\x8f https://t.co/OU0q8WBFUu'
874276385895862272,2017-06-12 14:45:08,b'Charlotte! \xf0\x9f\x91\x81\xef\xb8\x8f https://t.co/AjpN7SmRQ2'
874276342455451648,2017-06-12 14:44:57,b'Buffalo! \xf0\x9f\x91\x81\xef\xb8\x8f https://t.co/ujkacdrlCZ'
874276295101657088,2017-06-12 14:44:46,b'Quebec City! \xf0\x9f\x91\x81\xef\xb8\x8f https://t.co/sIxTQKkDnf'
874266861931708416,2017-06-12 14:07:17,"b""The fan presale for Katy's 5 newest \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 + \xf0\x9f\x87\xa8\xf0\x9f\x87\xa6 shows starts now! Use the code SWISH to get \xf0\x9f\x8e\x9f\xef\xb8\x8f\xf0\x9f\x8e\x9f\xef\xb8\x8f at 10AM local on\xe2\x80\xa6 https://t.co/gIvGerm2OI"""
874177577023283201,2017-06-12 08:12:30,b'Just added! A second show to WITNESS: The Tour in Paris! \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\xf0\x9f\x87\xab\xf0\x9f\x87\xb7 Tickets on sale Thursday at 10AM CEST.\xe2\x80\xa6 https://t.co/tkTL6HK0tJ'
874157584566976512,2017-06-12 06:53:03,"b""Katy's been streaming around the \xe2\x8f\xb0 for 4 nights! Put your feet up and watch This is Everything with her on @YouTube\xe2\x80\xa6 https://t.co/ovuNqCtpbs"""
874154977551306752,2017-06-12 06:42:42,b'This is Everything! \xf0\x9f\x91\x91 @TheGigiGorgeous + Katy live on @YouTube now: https://t.co/EJOsFazFtu -Team KP https://t.co/DFPLkGJBOE'
874144652315598848,2017-06-12 06:01:40,"b""What song should Katy's 'Surprise Wake Up Choir' sing?"""
874115485465366528,2017-06-12 04:05:46,b'@YouTube with: Chef Dre @DerekBlasberg @VanJones68 @Caitlyn_Jenner @sallykohn @margaretcho @yungskeeter @ananavarro @amandaseales'
874115070535516161,2017-06-12 04:04:07,"b""Jumping for joy because it's time for the Friends &amp; Family dinner! Take a seat at the table with Katy on @YouTube:\xe2\x80\xa6 https://t.co/sPKAD69o7r"""
874100404035788804,2017-06-12 03:05:50,"b'Always wanted to learn guitar, but kept waiting for @KaceyMusgraves &amp; Katy to teach you? Your time is now on\xe2\x80\xa6 https://t.co/1tUk7HRlnU'"
874084928908017664,2017-06-12 02:04:21,"b'Time to record ""How to be Amazing"" with @michaelianblack! \xf0\x9f\x8e\x99\xef\xb8\x8f https://t.co/EJOsFazFtu #KPWWW on @YouTube -Team KP https://t.co/7VWAHV8Cxy'"
874058752743292928,2017-06-12 00:20:20,b'Now on #KPWWW: KP designs a T shirt with @ITSJEREMYSCOTT for the @TrevorProject\xf0\x9f\x91\x95: https://t.co/EJOsFazFtu -Team KP\xe2\x80\xa6 https://t.co/WsYXDtFNVS'
874025377999474688,2017-06-11 22:07:43,b'\xf0\x9f\x94\xb4 live now: Katy and @lizakoshy React to KP music videos \xf0\x9f\x93\xba https://t.co/EJOsFazFtu  #KPWWW -Team KP https://t.co/Fxc9RukLOO'
